,0,1
447,جبل وأجبال والأنثى,جبَل وأَجبال والأُنثى
448,لآة مثل لعاة,لآة مثل لَعاةٍ
449,ولأى بغير هاء,ولأَىً بغير هاء
450,وقال إنها البقرة,وقال إِنها البقرة
451,أبو عمرو اللأى,أَبو عمرو اللأَى
452,البقرة وحكي بكم,البقرة وحكي بكَمْ
453,لآك هذه أي,لآك هذه أَي
454,بقرتك هذه قال,بقرتُك هذه قال
455,الطرماح كظهر اللأى,الطرماح كظَهْرِ اللأَى
456,لو يبتغى رية,لو يُبْتَغى رَيَّةٌ
457,بها لعنت وشقت,بها لَعَنَّتْ وشَقَّتْ
458,في بطون الشواجن,في بُطُون الشَّواجِنِ
459,ابن الأعرابي لآة,ابن الأَعرابي لآةٌ
460,وألاة بوزن لعاة,وأَلاة بوزن لَعاة
461,وعلاةوفي حديث أبي,وعَلاةوفي حديث أَبي
462,عنه يجيء من,عنه يَجِيء من
463,قبل المشرق قوم,قِبَل المَشْرِق قَوم
464,وصفهم ثم قال,وصفَهم ثم قال
465,والراوية يومئذ يستقى,والرّاوية يَومئذٍ يُسْتَقى
466,عليها أحب إلي,عليها أَحَبُّ إِليَّ
467,من لاء وشاء,من لاءٍ وشاءٍ
468,قال ابن الأثير,قال ابن الأَثير
469,رواه نقلة الحديث,رواه نَقَلة الحديث
470,وإنما ألآء بوزن,وإِنما أَلآء بوزن
471,ألعاع وهي الثيران,أَلْعاع وهي الثِّيران
472,واحدها لأى بوزن,واحدها لأَىً بوزن
473,قفا وجمعه أقفاء,قَفاً وجمعه أَقْفاء
474,يريد بعير يستقى,يريد بَعِير يُسْتقى
475,والغنم كأنه أراد,والغنم كأَنه أَراد
476,الزراعة لأن أكثر,الزراعة لأَن أَكثر
477,من يقتني الثيران,من يَقْتَني الثيران
478,والغنم ولؤي اسمان,والغنم ولُؤَيُّ اسمان
479,وتصغير لأي لؤي,وتصغير لأْي لُؤَيٌّ
480,ومنه لؤي بن,ومنه لؤيّ بن
481,غالب أبو قريش,غالب أَبو قريش
482,قال أبو منصور,قال أَبو منصور
483,وأهل العربية يقولون,وأَهل العربية يقولون
484,لؤي بالهمز والعامة,لُؤيّ بالهمز والعامة
485,تقول لوي قال,تقول لُوَيّ قال
486,من اللأي همزه,من اللأْي همزه
487,لوى الرمل لم,لِوَى الرَّمْل لم
488,يهمزهولأي نهر من,يهمزهولأْيٌ نهر من
489,بلاد مزينة يدفع,بلاد مُزَيْنةَ يدفع
490,كثير عزة عرفت,كثير عزة عَرَفْتُ
491,الدار قد أقوت,الدَّار قدْ أَقْوَتْ
492,بريم إلى لأي,برِيمِ إِلى لأْيٍ
493,فمدفع ذي يدوم,فمَدْفَعِ ذِي يَدُومِ
494,فسكون واللائي بمعنى,فسكون واللاَّئي بمعنى
495,اللواتي بوزن القاضي,اللَّواتي بوزن القاضي
496,والداعيوفي التنزيل العزيز,والدَّاعيوفي التنزيل العزيز
497,واللائي يئسن من,واللاَّئي يَئِسْنَ من
498,المحيض قل ابن,المَحِيض قل ابن
499,اللاؤو فعلوا ذلك,اللاَّؤو فعلوا ذلك
500,يريد اللاؤون فحذف,يريد اللاَّؤون فحذف
501,النون تخفيفا فصح,النون تخفيفاً فصح
502,والصاد والحاء أصل,والصاد والحاء أصلٌ
503,يدل على خلوص,يدلُّ على خُلوصٍ
504,في شيء ونقاء,في شيءٍ ونقاء
505,من الشوب من,من الشَّوب من
506,ذلك اللسان الفصيح,ذلك اللِّسان الفصيح
507,الفصيح العربيوالأصل أفصح,الفصيح العربيّوالأصلُ أفْصَحَ
508,اللبن سكنت الرجل,اللّبَنُ سكنت الرّجل
509,تكلم جادتلغته حتى,تكلَّم جادتلغتُه حتَّى
510,لا يلحن في,لا يلحَنُ في
511,أفصح العربي إفصاحا,أفصح العربيُّ إفصاحاً
512,وفصح العجمي فصاحة,وفَصُح العجميُّ فَصاحةً
513,إذا تكلم بالعربية,إذا تكلَّم بالعربية
514,غلطا والقول هو,غلطاً والقول هو
515,الأولوحكى فصح اللبن,الأوّلوحكَى فَصُحَ اللبنُ
516,أخذت عنه الرغوة,أُخذت عنه الرِّغوة
517,قالويقولون أفصح الصبح,قالويقولون أفصَحَ الصُّبح
518,إذا بدا ضوؤه,إذا بدا ضوؤُه
519,قالوا وكل واضح,قالوا وكلُّ واضحٍ
520,مفصحويقال إن الأعجم,مُفْصِحٌويقال إنَّ الأعجم
521,والفصيح ما ينطقومما,والفصيحَ ما ينطقومما
522,الباب الفصح عيد,الباب الفِصْح عيدُ
523,جاء فصحهم عرتب,جاء فِصحُهم عرتب
524,لسان العرب العرتبة,لسان العرب العَرْتَبةُ
525,الأنف وقيل ما,الأَنْفُ وقيل ما
526,لان منه وقيل,لانَ منه وقيل
527,هي الدائرة تحته,هي الدائرةُ تحته
528,في وسط الشفة,في وَسَطِ الشفةِ
529,الأزهري ويجمع الأعرابي,الأَزهري ويجمع الأعرابي
530,فصحاء وقول الله,فصحاء وقول اللّه
531,عز وجل قالت,عز وجل قَالَتِ
532,الأعراب آمنا قل,الأَعْرَابُ آمَنَّا قُل
533,لم تؤمنوا ولكن,لَّمْ تُؤْمِنُوا وَلَكِن
534,قولوا أسلمنا فهؤلاء,قُولُوا أَسْلَمْنَا فهؤلاء
535,النبي صلى الله,النبي صلى اللّه
536,طمعا في الصدقات,طمعاً في الصدقات
537,الإسلام فسماهم الله,الإسلام فسماهم اللّه
538,تعالى العرب ومثلهم,تعالى العرب ومثلْهم
539,الذين ذكرهم الله,الذين ذكرهم اللّه
540,فقال الأعراب أشد,فقال الأَعْرابُ أَشدّ
541,كفرا ونفاقا الآية,كُفراً ونِفاقاً الآية
542,عند الأنف وسط,عند الأَنف وَسَطَ
543,الشفة العليا العرتمة,الشَّفَةِ العُلْيا العَرْتَمَةُ
544,والعرتبة لغة فيها,والعَرْتَبةُ لغة فيها
545,الجوهري سألت عنها,الجوهري سأَلتُ عنها
546,أعرابيا من أسد,أَعرابياً من أَسَد
547,فوضع أصبعه على,فوَضَع أُصْبُعَه على
548,وترة أنفه نحا,وَتَرةِ أَنفه نحا
549,لسان العرب الأزهري,لسان العرب الأَزهري
550,ثبت عن أهل,ثبت عن أَهل
551,يونان فيما يذكر,يُونانَ فيما يَذْكُر
552,المترجمون العارفون بلسانهم,المُتَرْجِمُون العارِفُون بلسانهم
553,ولغتهم أنهم يسمون,ولغتهم أَنهم يسمون
554,علم الألفاظ والعناية,عِلْمَ الأَلفاظ والعِنايةَ
555,بالبحث عنه نحوا,بالبحثْ عنه نَحْواً
556,من النحويين ولذلك,من النَّحْوِيينَ ولذلك
557,سمي يوحنا يحيى,سُمي يُوحنَّا يَحْيَى
558,النحوي للذي كان,النَّحْوِيَّ للذي كان
559,المعرفة بلغة إعراب,المعرفة بلغة إِعراب
560,الكلام القصد والطريق,الكلام القَصدُ والطَّرِيقُ
561,يكون ظرفا ويكون,يكون ظرفاً ويكون
562,اسما نحاه ينحوه,اسماً نَحاه يَنْحُوه
563,وينحاه نحوا وانتحاه,ويَنْحاه نَحْواً وانْتَحاه
564,ونحو العربية منه,ونَحْوُ العربية منه
565,إنما هو انتحاء,إِنما هو انتِحاء
566,سمت كلام العرب,سَمْتِ كلام العرب
567,في تصرفه من,في تَصَرُّفه من
568,إعراب وغيره كالتثنية,إِعراب وغيره كالتثنية
569,والإضافة والنسب وغير,والإِضافة والنسب وغير
570,ذلك ليلحق من,ذلك ليَلْحَق مَن
571,ليس من أهل,ليس من أَهل
572,اللغة العربية بأهلها,اللغة العربية بأَهلها
573,في الفصاحة فينطق,في الفصاحة فيَنطِق
574,بها وإن لم,بها وإِن لم
575,يكن منهم أو,يكن منهم أَو
576,إن شذ بعضهم,إِن شَذَّ بعضهم
577,عنها رد به,عنها رُدَّ به
578,إليها وهو في,إِليها وهو في
579,الأصل مصدر شائع,الأَصل مصدر شائع
580,أي نحوت نحوا,أَي نَحَوْتُ نَحْواً
581,كقولك قصدت قصدا,كقولك قَصَدْت قَصْداً
582,ثم خص به,ثم خُص به
583,انتحاء هذا القبيل,انْتِحاء هذا القَبيل
584,أن الفقه في,أَن الفِقه في
585,الأصل مصدر فقهت,الأَصل مصدر فَقِهْت
586,الشيء أي عرفته,الشيء أَي عَرَفته
587,ثم خص به,ثم خُص به
588,أن بيت الله,أَن بيت الله
589,عز وجل خص,عز وجل خُص
590,شائعا في جنسه,شائعاً في جنسه
591,على أحد أنواعه,على أَحد أَنواعه
592,ظرفا وأصله المصدر,ظَرْفاً وأَصله المصدر
593,وأنشد أبو الحسنترمي,وأَنشد أَبو الحسنتَرْمِي
594,الأماعيز بمجمرات بأرجل,الأَماعِيزَ بمُجْمَراتِ بأَرْجُلٍ
595,روح مجنبات يحدو,رُوحٍ مُجَنَّباتِ يَحْدُو
596,بها كل فتى,بها كلُّ فَتًى
597,هيات وهن نحو,هَيّاتٍ وهُنَّ نَحْوَ
598,البيت عامدات والجمع,البيتِ عامِداتِ والجمع
599,أنحاء ونحو قال,أَنْحاء ونُحُوٌّ قال
600,سيبويه شبهوها بعتو,سيبويه شبهوها بعُتُوٍّ
601,كلام العرب إنكم,كلام العرب إِنَّكم
602,لتنظرون في نحو,لَتَنْظُرون في نُحُوٍّ
603,كثيرة أي في,كثيرة أَي في
604,ضروب من النحو,ضُروب من النَّحو
605,شبهها بعتو والوجه,شبهها بعُتُوٍّ والوجه
606,الواوات إذا جاءت,الواوات إِذا جاءت
607,في جمع الياء,في جمعٍ الياءُ
608,ثدي ثدي وعصي,ثَدْي ثُدِيٌّ وعُصِيٌّ
609,وحقي الجوهري يقال,وحُقِيٌّ الجوهري يقال
610,نحوت نحوك أي,نَحَوْتُ نَحْوَك أَي
611,قصدت قصدك التهذيب,قَصَدْتُ قَصْدَك التهذيب
612,وبلغنا أن أبا,وبَلَغنا أَنّ أَبا
613,الأسود الدؤلي وضع,الأَسود الدُّؤليَّ وضع
614,وجوه العربية وقال,وجُوه العربية وقال
615,للناس انحوا نحوه,للناس انْحُوا نحْوه
616,فسمي نحوا ابن,فسمي نَحْواً ابن
617,السكيت نحا نحوه,السكيت نَحا نَحْوَه
618,إذا قصده ونحا,إِذا قصده ونَحا
619,الشيء ينهاه وينحوه,الشيءَ يَنْهاه ويَنْحُوه
620,إذا حرفه ومنه,إِذا حَرَّفه ومنه
621,سمي النحوي لأنه,سمي النَّحْوِيُّ لأَنه
622,يحرف الكلام إلى,يُحرّف الكلام إِلى
623,وجوه الإعراب ابن,وجوه الإِعراب ابن
624,بزرج نحوت الشيء,بزرج نَحَوْت الشيء
625,أممته أنحوه الشيء,أَمَمْتُه أَنْحُوه الشيء
626,مضبوطا وفي التهذيب,مضبوطاً وفي التهذيب
627,عن ونحوته وأنشد,عن ونَحَوْته وأَنشد
628,فلم يبق إلا,فلم يَبْقَ إِلاَّ
629,أن ترى في,أَن تَرَى في
630,محله رمادا نحت,مَحَلِّه رَماداً نَحَتْ
